format,file_path,symbol_name,current_location,inferred_domain,inferred_qname,source_fact_ref,public_api_impact,tests_existing,tests_needed,migration_status,reviewer_verdict,notes
fodt,src/python/fodt/__init__.py,document_reading_level,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_hyperlink_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_footnote_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_heading_level_distribution,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_table_cell_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_table_cell_span_summary,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_text_field_warnings,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_footnote_endnote_summary,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_image_frame_list,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_section_summary,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_change_tracking_summary,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_paragraph_style_distribution,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_language_list,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_set_block_text,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_warnings_for_unsupported_edit,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_append_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_remove_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_paragraph_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_to_text,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_get_paragraph_text,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_search_text,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_replace_text,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_to_html,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_extract_headings,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_count_tables,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_total_words,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_list_item_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_block_type_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_max_paragraph_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_has_tables,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_paragraph_texts,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_heading_texts,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_table_row_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,document_empty_paragraph_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
fodt,src/python/fodt/__init__.py,fodt_total_block_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_paragraph_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_word_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_heading_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_has_tables,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_average_paragraph_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_max_paragraph_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_list_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_empty_paragraph_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_table_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_min_paragraph_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_has_lists,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_char_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_vocabulary_richness,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_is_empty,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_has_headings,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_is_single_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_words_per_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_nonempty_paragraph_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_char_density,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_unique_word_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_is_multi_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_chars_per_word,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_heading_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_whitespace_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_longest_word,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_heading_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_table_density,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_heading_to_paragraph_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_total_table_cells,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_total_text_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_nonempty_paragraph_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_has_numeric_content,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_sentence_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_longest_paragraph_index,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_paragraph_length_range,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_max_heading_depth,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_total_char_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_heading_to_para_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_words_per_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_is_text_heavy,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_lowercase_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_word_count_variance,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_paragraph_to_heading_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_digit_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_max_run_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_numeric_word_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_heading_char_sum,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_paragraph_char_sum,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_max_words_in_heading,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_short_paragraph_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_vowel_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_space_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_inline_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_max_block_word_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_punctuation_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_list_block_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_file_size_bytes,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_has_more_words_than_unique,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_all_words_unique,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_uppercase_char_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_lowercase_char_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_uppercase_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_min_heading_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_char_per_word,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_block_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_max_block_text_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_min_block_text_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_word_per_heading,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_block_text_sum,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_consonant_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_run_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_empty_block_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_has_multiple_block_types,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_punctuation_density,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_total_character_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_word_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_block_type_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_nonempty_block_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_is_text_only,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_total_content_blocks,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_word_count_per_paragraph,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_word_density,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_avg_paragraph_length,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_unique_block_type_count,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_section_depth_max,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,fodt_text_block_ratio,src/python/fodt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
fodt,src/python/fodt/__init__.py,FodtError,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,FodtInputError,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,FodtSizeError,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,FodtParseError,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,FORMAT_ID,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,SPEC_VERSION,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,PACKAGE_VERSION,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
fodt,src/python/fodt/__init__.py,MAX_FILE_BYTES,src/python/fodt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,GnumericError,src/python/gnumeric/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,GnumericParseError,src/python/gnumeric/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,load,src/python/gnumeric/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,get_sheet_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_cell_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,extract_values,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_sheet_metadata,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,export_to_csv,src/python/gnumeric/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,export_to_json,src/python/gnumeric/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,probe_gnumeric,src/python/gnumeric/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,create_gnumeric,src/python/gnumeric/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,write_gnumeric,src/python/gnumeric/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
gnumeric,src/python/gnumeric/__init__.py,get_cell_value,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,set_cell_value,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_sheet_names,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_row,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_column,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,delete_sheet,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,rename_sheet,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,add_sheet,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_sheet_by_name,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,copy_sheet,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,clear_cell,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_row_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_column_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,read_cell,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,count_nonempty_cells,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_sheet_index,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,sum_column,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,fill_column,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,sum_row,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_all_values,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,clear_sheet,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_sheet_as_rows,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,fill_row,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,sheet_names,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,row_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_row_values,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,get_column_values,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,min_column_value,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,max_column_value,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,average_column,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,average_row,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,correlation_columns,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
gnumeric,src/python/gnumeric/__init__.py,gnumeric_sheet_summary,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
gnumeric,src/python/gnumeric/__init__.py,gnumeric_numeric_cell_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
gnumeric,src/python/gnumeric/__init__.py,gnumeric_column_count,src/python/gnumeric/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
