source_plan,taskcard_id,definition_line,definition_text,occurrence_count,master_state,canonical_task_id,disposition
fuzzy-conjuring-lobster.md,TC-006,3066,"sequential: [[TC-ARCH-005, TC-ARCH-006]]    # TC-005 → TC-006",2,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-009,3111,"- [TC-ARCH-008, TC-ARCH-009]       # TC-009 reads TC-008 SAL findings",1,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-008,3111,"- [TC-ARCH-008, TC-ARCH-009]       # TC-009 reads TC-008 SAL findings",1,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-016,3112,"- [TC-ARCH-015, TC-ARCH-016]       # TC-016 reads TC-015 gate findings",2,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-015,3112,"- [TC-ARCH-015, TC-ARCH-016]       # TC-016 reads TC-015 gate findings",1,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-017,3113,"- [TC-ARCH-016, TC-ARCH-017]       # TC-017 reads TC-016 gap matrix",2,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-018,3114,"- [TC-ARCH-017, TC-ARCH-018]       # TC-018 reads TC-017 taskcards",1,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-001-04-03,3130,taskcard_id: TC-ARCH-001-04-03,1,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-002-04-03,3137,taskcard_id: TC-ARCH-002-04-03,1,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-001,143,### TC-ACP-001 — Platform Research and Capability Derivation,26,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-002,413,### TC-ACP-002 — Fix Opt-Out Default at the Source,31,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-006-01,1339,#### TC-ACP-006-01 — Investigate Existing Git Hooks and CI,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-004,1025,### TC-ACP-004 — Pilot Specifications (Before Adapters),21,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-015,2478,### TC-ACP-015 — Drift Prevention Validators,12,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-003,830,### TC-ACP-003 — Canonical Agent Contract,31,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-005,1131,### TC-ACP-005 — Machine-Readable Agent Bundle Format,20,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-006,1297,### TC-ACP-006 — Enforce Pre-Mutation Guard,21,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-007,1524,### TC-ACP-007 — Complete Claude Adapter Verification,21,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-008,1640,### TC-ACP-008 — Complete Codex Adapter,27,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-009,1813,### TC-ACP-009 — Create Kilo Adapter,29,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-010,2007,### TC-ACP-010 — Model Profiles and Routing Rules,12,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-011,2113,### TC-ACP-011 — Complete Agent Inventory,16,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-012,2175,### TC-ACP-012 — Agent Parity Matrix,12,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-013,2220,### TC-ACP-013 — Run Cross-Agent Pilots,13,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-014,2326,### TC-ACP-014 — Tests for Cross-Agent Governance,15,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-016,2623,### TC-ACP-016 — Idempotency Proof,10,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-001-01,208,#### TC-ACP-001-01 — Kilo Platform Capability Research,16,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-001-02,297,#### TC-ACP-001-02 — Required Capability Model Derivation,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-002-01,487,#### TC-ACP-002-01 — Read and Map Existing Sync Pipeline,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-002-02,548,#### TC-ACP-002-02 — Add agent_surfaces Schema Block to skill-registry.yaml,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-002-03,614,#### TC-ACP-002-03 — Fix compute_agent_surfaces in inventory_capabilities.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-002-04,703,#### TC-ACP-002-04 — Add kilo Field to Governance Schemas,9,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-002-05,759,#### TC-ACP-002-05 — Regenerate Registry and Correct parity_status,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-003-01,879,#### TC-ACP-003-01 — Contract Header and RC Schema,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-003-02,911,#### TC-ACP-003-02 — Write All 22 RC Entries,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-003-03,978,#### TC-ACP-003-03 — Delivery Mechanisms and Conflict Resolution,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-004-01,1054,#### TC-ACP-004-01 — Pilots 1–6,4,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-004-02,1092,#### TC-ACP-004-02 — Pilots 7–12 and Validation,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-005-01,1161,#### TC-ACP-005-01 — Bundle Schema,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-005-02,1190,#### TC-ACP-005-02 — Create build_agent_bundle.py,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-005-03,1233,#### TC-ACP-005-03 — Generate codex-bundle.yaml,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-005-04,1259,#### TC-ACP-005-04 — Generate kilo-bundle.yaml and Wire into run_sync.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-006-02,1381,#### TC-ACP-006-02 — Implement Pre-Commit Hook (EP-007),5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-006-03,1432,#### TC-ACP-006-03 — Add Authorization ID Check to sprint_executor_validate.py,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-006-04,1482,#### TC-ACP-006-04 — Update DEC-014 and EP-002-GAP Status,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-007-01,1546,#### TC-ACP-007-01 — Map CLAUDE.md to RC Entries,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-007-02,1577,#### TC-ACP-007-02 — Map Command Files to RC; Set claude_code Surfaces,17,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-007-03,1607,#### TC-ACP-007-03 — Write Claude Entries to agent-inventory.yaml,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-008-01,1669,#### TC-ACP-008-01 — Create codex-instructions.md,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-008-02,1704,#### TC-ACP-008-02 — Update codex-adapter.md,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-008-03,1732,#### TC-ACP-008-03 — Opt-In Skills for Codex,11,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-008-04,1783,#### TC-ACP-008-04 — Regenerate codex-bundle.yaml; Write Codex Inventory,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-009-01,1842,#### TC-ACP-009-01 — Create .kilo/KILO.md,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-009-02,1883,#### TC-ACP-009-02 — Create kilo-adapter.md,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-009-03,1918,#### TC-ACP-009-03 — Update kilo.jsonc,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-009-04,1948,#### TC-ACP-009-04 — Opt-In Skills for Kilo,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-009-05,1980,#### TC-ACP-009-05 — Regenerate kilo-bundle.yaml; Write Kilo Inventory,8,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-010-01,2026,#### TC-ACP-010-01 — Research Models Per Platform,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-010-02,2058,#### TC-ACP-010-02 — Write model-profiles.yaml,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-010-03,2091,#### TC-ACP-010-03 — Add Routing Rules to Canonical Contract,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-011-01,2130,#### TC-ACP-011-01 — Finalize agent-inventory.yaml,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-012-01,2188,#### TC-ACP-012-01 — Compile agent-parity-matrix.yaml,6,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-013-01,2235,#### TC-ACP-013-01 — Execute Claude Pilots,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-013-02,2286,#### TC-ACP-013-02 — Record Codex Pilot Status,4,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-013-03,2305,#### TC-ACP-013-03 — Record Kilo Pilot Status,4,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-CODEX-RUNTIME-001,2297,"deferred to TC-CODEX-RUNTIME-001 (future session).""",1,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-KILO-RUNTIME-001,2316,"deferred to TC-KILO-RUNTIME-001 (future session).""",1,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-014-01,2342,#### TC-ACP-014-01 — test_capability_opt_in.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-014-02,2387,#### TC-ACP-014-02 — test_bundle_completeness.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-014-03,2418,#### TC-ACP-014-03 — test_parity_matrix_coverage.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-014-04,2444,#### TC-ACP-014-04 — test_blocked_assignments.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-015-02,2548,#### TC-ACP-015-02 — Update governance_validator_runner.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-015-01,2497,#### TC-ACP-015-01 — Create governance_validators_agent_parity.py,7,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-015-03,2594,#### TC-ACP-015-03 — Update CI Workflow,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-016-01,2637,#### TC-ACP-016-01 — Capture Baseline Hashes,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP-016-02,2665,#### TC-ACP-016-02 — Rerun and Compare,5,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ACP,2989,evidence: All 16 TC-ACP sections were read in full; all actionable items extracted and,1,UNRECONCILED,,
glimmering-hopping-kazoo.md,TC-ID,3089,| TC-ID | Parent Status | Children | Notes |,1,UNRECONCILED,,
glittery-splashing-manatee.md,TC-CERT-L-003,128,### R4 — Complete TC-CERT-L-003 concretely,18,UNRECONCILED,,
glittery-splashing-manatee.md,TC-SUP-002,490,### TC-LHEAL-007 — Document the TC-SUP-002 Gap and Layer Task Visibility,21,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-001,152,### TC-LHEAL-001 — Forensics & Baseline Capture,6,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-002,173,### TC-LHEAL-002 — V88: Terminal Closeout Gate,8,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-003,279,### TC-LHEAL-003 — `layer_promotion.py`: Python Implementation Covering All 7 Registries,8,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LP-001,328,"3. **`plans/layers/task-register.yaml`** — Add bootstrap taskcard with `status: TODO`, `priority: P1`, `dependencies: []`. Use the same schema as existing TC-LP-001 entry.",1,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-004,377,### TC-LHEAL-004 — Complete TC-CERT-L-003 Using `layer_promotion.py`,2,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-005,434,### TC-LHEAL-005 — Plan Schema: `required_permanent_layers` Field,3,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-006,461,### TC-LHEAL-006 — Update `/create-permanent-layer-plan` Skill Reference,2,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-007,490,### TC-LHEAL-007 — Document the TC-SUP-002 Gap and Layer Task Visibility,3,UNRECONCILED,,
glittery-splashing-manatee.md,TC-SAL-001,508,"- Affected tasks: TC-CERT-L-003, TC-SAL-001, TC-QN-001, TC-SUP-001, TC-FEAT-001,",1,UNRECONCILED,,
glittery-splashing-manatee.md,TC-QN-001,508,"- Affected tasks: TC-CERT-L-003, TC-SAL-001, TC-QN-001, TC-SUP-001, TC-FEAT-001,",1,UNRECONCILED,,
glittery-splashing-manatee.md,TC-SUP-001,508,"- Affected tasks: TC-CERT-L-003, TC-SAL-001, TC-QN-001, TC-SUP-001, TC-FEAT-001,",1,UNRECONCILED,,
glittery-splashing-manatee.md,TC-FEAT-001,508,"- Affected tasks: TC-CERT-L-003, TC-SAL-001, TC-QN-001, TC-SUP-001, TC-FEAT-001,",1,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-008,530,### TC-LHEAL-008 — Future-Layer Pilot + Negative Controls,2,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-009,599,### TC-LHEAL-009 — Tests,2,UNRECONCILED,,
glittery-splashing-manatee.md,TC-LHEAL-010,616,### TC-LHEAL-010 — Idempotency Proof & Final Report,2,UNRECONCILED,,
glowing-swinging-grove.md,TC-PBHP-001,82,### TC-PBHP-001 — Baseline: Verify Actual State at HEAD,8,UNRECONCILED,,
glowing-swinging-grove.md,TC-PBHP-002,100,### TC-PBHP-002 — Forward Channel: Inject Playbook Context into next-sprint.md (C1),8,UNRECONCILED,,
glowing-swinging-grove.md,TC-PBHP-003,165,### TC-PBHP-003 — Return Check: Post-Grading Drift Detection (C2),8,UNRECONCILED,,
glowing-swinging-grove.md,TC-PBHP-004,271,### TC-PBHP-004 — Feedback: Wire Drift Findings into Sprint Synthesis (C3),7,UNRECONCILED,,
glowing-swinging-grove.md,TC-PBHP-005,302,"### TC-PBHP-005 — Structural Hardening: CI Gate and V92 Escalation (C4, C5)",5,UNRECONCILED,,
glowing-swinging-grove.md,TC-PBHP-005b,409,| TC-PBHP-005b (V92 blocking) | File rename without registry update blocks sprint | Correct behavior; GOV_BLOCK resolves when registry updated |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-020,233,| TC-GFB-020 | CLOSED |,16,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-001,222,| TC-GFB-001 | CLOSED |,24,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-002,223,| TC-GFB-002 | CLOSED |,17,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-003,224,| TC-GFB-003 | CLOSED |,19,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-004,225,| TC-GFB-004 | CLOSED |,19,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-005,226,| TC-GFB-005 | CLOSED |,21,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-006,227,| TC-GFB-006 | CLOSED |,15,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-007,228,| TC-GFB-007 | CLOSED |,14,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-010,229,| TC-GFB-010 | CLOSED |,8,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-011,230,| TC-GFB-011 | CLOSED |,17,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-012,231,| TC-GFB-012 | CLOSED |,14,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-013,232,| TC-GFB-013 | CLOSED |,9,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-021,234,| TC-GFB-021 | CLOSED |,18,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-022,235,| TC-GFB-022 | CLOSED |,20,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-023,236,| TC-GFB-023 | CLOSED |,16,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-024,237,| TC-GFB-024 | CLOSED |,20,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-030,238,| TC-GFB-030 | CLOSED |,17,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-031,239,| TC-GFB-031 | CLOSED |,9,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-032,240,| TC-GFB-032 | CLOSED |,13,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-033,241,| TC-GFB-033 | CLOSED |,11,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-034,242,| TC-GFB-034 | CLOSED |,13,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-040,243,| TC-GFB-040 | CLOSED |,8,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-041,244,| TC-GFB-041 | CLOSED |,12,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-001-01,331,| TC-GFB-001-01 | Create evidence root and infrastructure artifacts | TODO |,5,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-001-02,332,| TC-GFB-001-02 | Write tracking and registry artifacts | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-001-03,333,| TC-GFB-001-03 | Write evidence-declaration.yaml skeleton | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-002-01,443,| TC-GFB-002-01 | Search for prior runs and classify artifacts | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-002-02,444,| TC-GFB-002-02 | Inspect and map core machinery layers (L01-L09) | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-002-03,445,| TC-GFB-002-03 | Inspect and map supervisor/governance/skill layers (L11-L16) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-002-04,446,| TC-GFB-002-04 | Write reconciliation and layer-map artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-003-01,535,"| TC-GFB-003-01 | Inspect QName schema, registry, and authority | TODO |",4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-003-02,536,| TC-GFB-003-02 | Inspect QName-to-source mapping (.NET and Python) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-003-03,537,| TC-GFB-003-03 | Inspect QName enforcement (validators V77/V78) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-003-04,538,| TC-GFB-003-04 | Write QName audit artifacts and verdict | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-004-01,622,| TC-GFB-004-01 | Inspect Python FOSS products (20 formats) | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-004-02,623,| TC-GFB-004-02 | Inspect .NET commercial products (10 formats) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-004-03,624,| TC-GFB-004-03 | Inspect skeleton/missing products and violations | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-004-04,625,| TC-GFB-004-04 | Write product census artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-005-01,702,| TC-GFB-005-01 | Sample and classify skills by maturity | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-005-02,703,| TC-GFB-005-02 | Audit SAL fact provenance and connections | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-005-03,704,| TC-GFB-005-03 | Audit capability/RCAL gap queue | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-005-04,705,| TC-GFB-005-04 | Write SAL/skill/RCAL artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-006-01,785,| TC-GFB-006-01 | Audit downstream layers (feature compiler through consumer) | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-006-02,786,| TC-GFB-006-02 | Map current 13 lanes and identify collision risks | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-006-03,787,| TC-GFB-006-03 | Write lane and downstream artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-007-01,855,| TC-GFB-007-01 | Inspect continuation system state and stale signal | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-007-02,856,| TC-GFB-007-02 | Inspect Gate 11 enforcement (code vs prose) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-007-03,857,| TC-GFB-007-03 | Write autonomous system artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-010-01,924,| TC-GFB-010-01 | Read v2 standard and identify gaps against required sections | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-010-02,925,| TC-GFB-010-02 | Write missing sections into v2 standard (or addendum) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-010-03,926,| TC-GFB-010-03 | Write production-code-prohibited-patterns.yaml | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-011-01,986,| TC-GFB-011-01 | Compile all gaps from Group 1 audit outputs | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-011-02,987,| TC-GFB-011-02 | Build root-cause register | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-011-03,988,| TC-GFB-011-03 | Write gap matrix artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-0xx,1017,| MS-GFB-011-02-03 | For each root cause: define machinery_fix (what TC-GFB-0xx implements it) and prevention_test (what test in TC-GFB-024 covers it) | fix+prevention mapped |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-012-01,1050,| TC-GFB-012-01 | Design authority-to-source chain for each stage | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-012-02,1051,| TC-GFB-012-02 | Define 5 architecture profiles | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-012-03,1052,| TC-GFB-012-03 | Write architecture artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-013-01,1111,| TC-GFB-013-01 | Design solutions for GAP-BACKFILL-MISSING and GAP-LANE-CONTRACTS-MISSING | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-013-02,1112,| TC-GFB-013-02 | Design solutions for GAP-GATE11-NOT-GOVERNED and GAP-FODT-MONOLITH | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-013-03,1113,| TC-GFB-013-03 | Write solution artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-020-01,1198,| TC-GFB-020-01 | Read and section-inventory master-plan.md | TODO |,5,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-020-02,1199,| TC-GFB-020-02 | Add machinery readiness gates (MR-0 through MR-20) | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-020-03,1200,| TC-GFB-020-03 | Add gap taskcards for CRITICAL/HIGH gaps from TC-GFB-011 | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-020-04,1201,| TC-GFB-020-04 | Update stale Gate 11 and product status sections | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-020-05,1202,| TC-GFB-020-05 | Validate and confirm lifecycle_audit.py compatibility | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-FODT-DECOMP-001,1245,"| MS-GFB-020-03-01 | For GAP-FODT-MONOLITH (FodtDocumentExtendedApis.cs 2944 LOC): find appropriate section in master-plan.md; add taskcard: TC-FODT-DECOMP-001 with status=OPEN, description=Decompose FodtDocumentExtendedApis.cs per §8.1 healing protocol | taskcard added |",2,UNRECONCILED,,
golden-foraging-boot.md,TC-ID,1247,| MS-GFB-020-03-03 | Update the master-plan.md taskcard status table to include new taskcards in `TC-ID \| STATUS` format | table updated |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-021-01,1299,| TC-GFB-021-01 | Design lane contracts schema | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-021-02,1300,| TC-GFB-021-02 | Write .governance/lanes/lane-contracts.yaml | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-021-03,1301,| TC-GFB-021-03 | Add V168 validator to governance_validators_ext4.py | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-021-04,1302,| TC-GFB-021-04 | Write and run test_lane_contracts.py | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-022-01,1383,| TC-GFB-022-01 | Define gate states registry (registry/gate-states.yaml) | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-022-02,1384,| TC-GFB-022-02 | Add Check 8 to check_continuation.py | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-022-03,1385,| TC-GFB-022-03 | Update autonomous_cycle.py to emit GATE_11_READY verdicts | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-022-04,1386,| TC-GFB-022-04 | Write and run tests | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-023-01,1471,| TC-GFB-023-01 | Define migration-map and behavior-preservation schemas | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-023-02,1472,| TC-GFB-023-02 | Create tools/backfill/dry_run_migration.py | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-023-03,1473,| TC-GFB-023-03 | Write backfill design artifacts | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-024-01,1539,| TC-GFB-024-01 | Create tests/machinery/ + QName enforcement + SAL authority tests | TODO |,7,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-024-02,1540,| TC-GFB-024-02 | Create lane isolation + Gate 11 stop tests | TODO |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-024-03,1541,| TC-GFB-024-03 | Create backfill dry-run + continuation idempotency tests | TODO |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-024-04,1542,| TC-GFB-024-04 | Run full test suite and capture results | TODO |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-030-01,1621,| TC-GFB-030-01 | Baseline verification (build + all existing tests pass + oracle D1 confirmed) | CLOSED |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-030-02,1622,| TC-GFB-030-02 | Consumer proof (clean .NET project installation) | CLOSED |,4,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-030-03,1623,| TC-GFB-030-03 | Gate 11 evaluation and GATE_11_READY state check | CLOSED |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-031-01,1686,| TC-GFB-031-01 | Baseline verification + monolith assessment | CLOSED |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-031-02,1687,| TC-GFB-031-02 | Consumer proof + Gate 11 evaluation | CLOSED |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-032-01,1734,| TC-GFB-032-01 | Oracle baseline + capability gap selection | CLOSED |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-032-02,1735,| TC-GFB-032-02 | Implement one capability via governed skill | CLOSED |,3,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-032-03,1736,| TC-GFB-032-03 | Package install + consumer proof | CLOSED |,2,UNRECONCILED,,
golden-foraging-boot.md,TC-GFB-033-01,1796,| TC-GFB-033-01 | Design and implement conversion path | CLOSED |,3,UNRECONCILED,,
